SYMBOL,DATE,TIME,BID,OFR
GOOG,20131104,12:00:26,1025.53,1026.6
GOOG,20131104,12:00:26,1025.53,1026.4
GOOG,20131104,12:00:26,1025.54,0
GOOG,20131104,12:00:27,0,0
GOOG,20131104,12:00:27,1025.6,0
GOOG,20131104,12:00:27,0,1029.82
GOOG,20131104,12:00:27,1024.5,1026.6
GOOG,20131104,12:00:27,1025.56,1026.6
GOOG,20131104,12:00:27,1025.56,1026.1
GOOG,20131104,12:00:27,1024.7,1026.4
GOOG,20131104,12:00:27,989.76,1026.4
GOOG,20131104,12:00:27,1025.6,1025.8
GOOG,20131104,12:00:27,989.76,1026.1
GOOG,20131104,12:00:27,989.76,1026.6
GOOG,20131104,12:00:27,989.76,1026.07
GOOG,20131104,12:00:27,989.76,1026.07
GOOG,20131104,12:00:28,1021.6,1029.82
GOOG,20131104,12:00:28,1025.6,0
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,0,1025.87
GOOG,20131104,12:00:28,1025.6,1025.7
GOOG,20131104,12:00:28,1025.41,1025.7
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,1025.47,1026.07
GOOG,20131104,12:00:28,989.76,1026.01
GOOG,20131104,12:00:28,1024.8,1026.01
GOOG,20131104,12:00:28,1024.8,1026.01
GOOG,20131104,12:00:28,1025,1026.4
GOOG,20131104,12:00:28,1024.63,1026
GOOG,20131104,12:00:28,1025,1026
GOOG,20131104,12:00:28,1025,1026
GOOG,20131104,12:00:28,1025,1025.6
GOOG,20131104,12:00:28,1025.41,1025.8
GOOG,20131104,12:00:28,1025.41,1025.8
GOOG,20131104,12:00:28,1025.41,1025.8
GOOG,20131104,12:00:28,0,1025.8
GOOG,20131104,12:00:28,1024.63,1025.6
GOOG,20131104,12:00:28,1024.8,1026.03
GOOG,20131104,12:00:28,1024.63,1026
GOOG,20131104,12:00:28,1024.81,1026
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,1025.41,1025.6
GOOG,20131104,12:00:28,0,1025.86
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,1024.8,1026.01
GOOG,20131104,12:00:28,0,1025.8
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,0,1025.8
GOOG,20131104,12:00:28,1021.6,1025.99
GOOG,20131104,12:00:28,1021.6,1029.82
GOOG,20131104,12:00:28,1025.41,1025.8
GOOG,20131104,12:00:28,1024.8,1026
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1025.41,1025.98
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1025.23,1026.43
GOOG,20131104,12:00:28,1024.42,1025.99
GOOG,20131104,12:00:28,1024.42,1029.7
GOOG,20131104,12:00:28,1025.41,1025.98
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1025.41,1025.6
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1024.8,1026
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1025.41,1025.8
GOOG,20131104,12:00:28,1024.8,1025.88
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,0,1025.8
GOOG,20131104,12:00:28,1024.8,1026
GOOG,20131104,12:00:28,1024.8,1025.99
GOOG,20131104,12:00:28,1024.8,1026
GOOG,20131104,12:00:28,1025.41,1026
GOOG,20131104,12:00:28,1025.41,1025.98
GOOG,20131104,12:00:28,1025.41,1029.82
GOOG,20131104,12:00:28,1025.41,1025.98
GOOG,20131104,12:00:28,1025.41,1029.82
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:28,0,1025.81
GOOG,20131104,12:00:28,0,0
GOOG,20131104,12:00:29,1025.75,1025.8
GOOG,20131104,12:00:29,0,1025.8
GOOG,20131104,12:00:29,1025.41,1025.8
GOOG,20131104,12:00:29,1025.41,1029.82
GOOG,20131104,12:00:29,1021.6,1029.82
GOOG,20131104,12:00:29,1025.41,1026.06
GOOG,20131104,12:00:29,1025.41,1025.99
GOOG,20131104,12:00:29,1025.41,1029.82
GOOG,20131104,12:00:29,1025.55,1025.99
GOOG,20131104,12:00:29,1024.8,1025.99
GOOG,20131104,12:00:29,1024.8,1025.98
GOOG,20131104,12:00:29,1024.63,1026
GOOG,20131104,12:00:29,1024.81,1026
GOOG,20131104,12:00:29,1025.23,1026.37
GOOG,20131104,12:00:29,1024.8,1025.98
GOOG,20131104,12:00:29,1025.41,1025.98
GOOG,20131104,12:00:29,1025.41,1025.98
GOOG,20131104,12:00:30,1025.41,1025.8
GOOG,20131104,12:00:30,1025.41,1029.82
GOOG,20131104,12:00:32,1025.41,1025.8
GOOG,20131104,12:00:32,0,0
GOOG,20131104,12:00:32,1025.41,1025.79
GOOG,20131104,12:00:32,1024.8,1025.98
GOOG,20131104,12:00:32,1024.8,1025.96
GOOG,20131104,12:00:32,1021.6,1025.79
GOOG,20131104,12:00:32,1021.6,1025.8
GOOG,20131104,12:00:32,1021.6,1025.79
GOOG,20131104,12:00:32,1025.41,1025.96
GOOG,20131104,12:00:32,1025.41,1025.95
GOOG,20131104,12:00:32,1024.42,1025.79
GOOG,20131104,12:00:32,1024.42,1029.7
GOOG,20131104,12:00:32,0,1025.8
GOOG,20131104,12:00:32,1025.41,1025.98
GOOG,20131104,12:00:32,1025.41,1025.94
GOOG,20131104,12:00:32,1025.34,1025.8
GOOG,20131104,12:00:32,1024.8,1025.94
GOOG,20131104,12:00:32,1024.8,1025.98
GOOG,20131104,12:00:32,1024.8,1025.93
GOOG,20131104,12:00:32,1024.8,1025.93
GOOG,20131104,12:00:32,1024.8,1025.93
GOOG,20131104,12:00:32,1025.23,1026.12
GOOG,20131104,12:00:32,1025.38,1025.93
GOOG,20131104,12:00:32,1025.38,1025.92
GOOG,20131104,12:00:32,989.76,1026.4
GOOG,20131104,12:00:32,989.76,1025.92
GOOG,20131104,12:00:32,1024.81,1026
GOOG,20131104,12:00:32,1024.63,1026
GOOG,20131104,12:00:32,989.76,1025.98
GOOG,20131104,12:00:32,989.76,1025.89
GOOG,20131104,12:00:32,1025.34,1025.89
GOOG,20131104,12:00:32,1025.34,1025.87
GOOG,20131104,12:00:32,989.76,1025.87
GOOG,20131104,12:00:32,989.76,1025.98
GOOG,20131104,12:00:32,989.76,1025.85
GOOG,20131104,12:00:32,1024.54,1025.85
GOOG,20131104,12:00:32,1024.74,1026.4
GOOG,20131104,12:00:32,1024.54,1025.85
GOOG,20131104,12:00:32,1024.74,1026
GOOG,20131104,12:00:33,1025.33,1025.85
GOOG,20131104,12:00:34,1024.54,1025.85
GOOG,20131104,12:00:34,1024.54,1025.98
GOOG,20131104,12:00:34,1025.34,1025.98
GOOG,20131104,12:00:37,1025.34,1025.86
GOOG,20131104,12:00:37,1024.54,1025.86
GOOG,20131104,12:00:37,1025.35,1025.86
GOOG,20131104,12:00:37,1024.54,1025.86
GOOG,20131104,12:00:38,0,0
GOOG,20131104,12:00:38,1024.54,1025.98
GOOG,20131104,12:00:38,1025.35,1025.98
GOOG,20131104,12:00:38,0,1025.8
GOOG,20131104,12:00:38,1025.35,1025.79
GOOG,20131104,12:00:38,1024.54,1025.98
GOOG,20131104,12:00:38,1025.35,1025.98
GOOG,20131104,12:00:38,1025.35,1025.88
GOOG,20131104,12:00:40,1021.6,1025.79
GOOG,20131104,12:00:40,1025.35,1025.98
GOOG,20131104,12:00:40,1025.35,1025.87
GOOG,20131104,12:00:40,1021.6,1029.82
GOOG,20131104,12:00:40,0,0
GOOG,20131104,12:00:40,0,1025.75
GOOG,20131104,12:00:40,1024.54,1025.87
GOOG,20131104,12:00:40,1021.6,1025.74
GOOG,20131104,12:00:40,1025.34,1025.85
GOOG,20131104,12:00:40,1025.34,1025.75
GOOG,20131104,12:00:40,1024.54,1025.87
GOOG,20131104,12:00:40,1024.54,1025.98
GOOG,20131104,12:00:40,1024.54,1025.86
GOOG,20131104,12:00:40,1024.42,1025.74
GOOG,20131104,12:00:40,1024.42,1029.7
GOOG,20131104,12:00:40,1024.54,1025.84
GOOG,20131104,12:00:40,1025.31,1025.84
GOOG,20131104,12:00:40,1025.31,1025.84
GOOG,20131104,12:00:40,0,0
GOOG,20131104,12:00:40,1025.31,1025.83
GOOG,20131104,12:00:40,1024.54,1025.83
GOOG,20131104,12:00:40,0,1025.75
GOOG,20131104,12:00:40,1025.3,1025.83
GOOG,20131104,12:00:40,0,0
GOOG,20131104,12:00:40,1025.3,1025.81
GOOG,20131104,12:00:40,1024.54,1025.81
GOOG,20131104,12:00:40,1024.54,1025.92
GOOG,20131104,12:00:40,0,1025.75
GOOG,20131104,12:00:40,1025.3,1025.92
GOOG,20131104,12:00:40,1025.3,1025.82
GOOG,20131104,12:00:41,0,0
GOOG,20131104,12:00:41,1025.3,1025.92
GOOG,20131104,12:00:41,1024.54,1025.92
GOOG,20131104,12:00:41,1025.33,1025.92
GOOG,20131104,12:00:41,0,1025.75
GOOG,20131104,12:00:42,1025.34,1025.92
GOOG,20131104,12:00:42,1025.34,1025.86
GOOG,20131104,12:00:42,1025.34,1025.92
GOOG,20131104,12:00:42,1025.34,1025.74
GOOG,20131104,12:00:43,1025.34,1025.75
GOOG,20131104,12:00:43,1025.34,1025.89
GOOG,20131104,12:00:43,1024.88,1026
GOOG,20131104,12:00:50,1025.34,1025.74
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,1025.34,1025.92
GOOG,20131104,12:00:50,0,1025.75
GOOG,20131104,12:00:50,1025.34,1029.82
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.75
GOOG,20131104,12:00:50,1025.34,1029.82
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.76
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.76
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,1025.34,1025.74
GOOG,20131104,12:00:50,1024.42,1025.74
GOOG,20131104,12:00:50,1024.42,1029.7
GOOG,20131104,12:00:50,0,1025.77
GOOG,20131104,12:00:50,1025.34,1025.75
GOOG,20131104,12:00:50,1025.34,1029.82
GOOG,20131104,12:00:50,1025.34,1025.75
GOOG,20131104,12:00:50,1025.34,1029.82
GOOG,20131104,12:00:50,1025.34,1025.75
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,1025.34,1029.82
GOOG,20131104,12:00:50,1024.42,1025.74
GOOG,20131104,12:00:50,1024.42,1029.7
GOOG,20131104,12:00:50,0,1025.77
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.77
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.78
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,1025.34,1025.85
GOOG,20131104,12:00:50,0,1025.79
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,1025.34,1025.93
GOOG,20131104,12:00:50,1025.34,1025.93
GOOG,20131104,12:00:50,1025.34,1025.74
GOOG,20131104,12:00:50,1025.34,1025.91
GOOG,20131104,12:00:50,0,1025.74
GOOG,20131104,12:00:50,1025.34,1025.74
GOOG,20131104,12:00:50,1025.34,1026.6
GOOG,20131104,12:00:50,1025.34,1025.87
GOOG,20131104,12:00:50,1025.34,1025.74
GOOG,20131104,12:00:50,0,0
GOOG,20131104,12:00:50,0,1025.76
GOOG,20131104,12:00:50,1025.34,1025.87
GOOG,20131104,12:00:51,0,0
GOOG,20131104,12:00:51,0,1025.74
GOOG,20131104,12:00:51,1025.23,1026.37
GOOG,20131104,12:00:51,1024.88,1025.74
GOOG,20131104,12:00:51,1024.88,1025.74
GOOG,20131104,12:00:51,1025.34,1026.6
GOOG,20131104,12:00:51,1025.34,1026.6
GOOG,20131104,12:00:53,1025.34,1025.9
GOOG,20131104,12:00:53,1025.34,1025.9
GOOG,20131104,12:00:55,0,0
GOOG,20131104,12:00:55,0,1025.75
GOOG,20131104,12:00:56,1025.34,1025.74
GOOG,20131104,12:00:56,0,0
GOOG,20131104,12:00:56,0,1025.74
GOOG,20131104,12:00:56,1025.34,1025.88
GOOG,20131104,12:00:56,1025.34,1025.88
GOOG,20131104,12:00:56,1025.34,1025.74
GOOG,20131104,12:00:56,1025.34,1025.74
GOOG,20131104,12:00:56,1025.34,1025.88
GOOG,20131104,12:00:57,1025.34,1025.74
GOOG,20131104,12:00:57,1025.34,1026.6
GOOG,20131104,12:00:57,1025.34,1026.6
GOOG,20131104,12:00:58,1025.1,1025.74
GOOG,20131104,12:00:58,1025.34,1025.87
GOOG,20131104,12:00:58,1025.34,1025.87
GOOG,20131104,12:01:05,0,0
GOOG,20131104,12:01:05,1025.34,1025.84
GOOG,20131104,12:01:05,1025.34,1025.84
GOOG,20131104,12:01:05,0,1025.74
GOOG,20131104,12:01:05,0,0
GOOG,20131104,12:01:05,1024.54,1025.84
GOOG,20131104,12:01:05,1025.34,1025.73
GOOG,20131104,12:01:05,1024.42,1025.73
GOOG,20131104,12:01:05,1025.1,1026.4
GOOG,20131104,12:01:05,1024.42,1029.7
GOOG,20131104,12:01:05,1024.54,1025.79
GOOG,20131104,12:01:05,0,1025.74
GOOG,20131104,12:01:05,1025.1,1025.73
GOOG,20131104,12:01:05,1025.27,1025.79
GOOG,20131104,12:01:05,1025.27,1025.77
GOOG,20131104,12:01:05,1025.23,1025.97
GOOG,20131104,12:01:06,1025.27,1025.77
GOOG,20131104,12:01:06,1025.34,1025.74
GOOG,20131104,12:01:06,1025.34,1025.81
GOOG,20131104,12:01:06,1025.34,1029.82
GOOG,20131104,12:01:06,1025.27,1025.76
GOOG,20131104,12:01:06,1025.28,1025.76
GOOG,20131104,12:01:06,1025.34,1025.73
GOOG,20131104,12:01:06,1025.34,1025.73
GOOG,20131104,12:01:06,0,0
GOOG,20131104,12:01:06,0,1025.73
GOOG,20131104,12:01:06,1025.28,1025.76
GOOG,20131104,12:01:06,1024.54,1025.76
GOOG,20131104,12:01:06,1024.42,1025.73
GOOG,20131104,12:01:06,1025.27,1025.76
GOOG,20131104,12:01:06,1024.88,1025.73
GOOG,20131104,12:01:06,1024.88,1025.73
GOOG,20131104,12:01:06,1024.54,1025.76
GOOG,20131104,12:01:06,1025.28,1025.76
GOOG,20131104,12:01:06,1025.34,1025.72
GOOG,20131104,12:01:06,1024.42,1025.72
GOOG,20131104,12:01:06,1024.42,1029.7
GOOG,20131104,12:01:06,1025.34,1029.82
GOOG,20131104,12:01:06,1025.34,1025.81
GOOG,20131104,12:01:06,1025.34,1025.72
GOOG,20131104,12:01:06,1025.34,1025.71
GOOG,20131104,12:01:06,0,0
GOOG,20131104,12:01:06,0,1025.72
GOOG,20131104,12:01:06,1024.54,1025.76
GOOG,20131104,12:01:06,1024.54,1026.6
GOOG,20131104,12:01:06,1024.54,1025.75
GOOG,20131104,12:01:06,1024.42,1025.71
GOOG,20131104,12:01:06,1024.42,1029.7
GOOG,20131104,12:01:06,1025.34,1025.81
GOOG,20131104,12:01:06,1025.34,1029.82
GOOG,20131104,12:01:06,0,0
GOOG,20131104,12:01:06,1025.34,1025.7
GOOG,20131104,12:01:06,0,1025.71
GOOG,20131104,12:01:06,1025.34,1025.71
GOOG,20131104,12:01:06,1024.54,1025.75
GOOG,20131104,12:01:06,1025.22,1025.75
GOOG,20131104,12:01:06,1025.22,1025.72
GOOG,20131104,12:01:06,1024.42,1025.71
GOOG,20131104,12:01:06,1024.42,1029.7
GOOG,20131104,12:01:06,1025.34,1029.82
GOOG,20131104,12:01:06,0,0
GOOG,20131104,12:01:06,1025.34,1025.81
GOOG,20131104,12:01:06,1025.34,1025.7
GOOG,20131104,12:01:06,0,1025.7
GOOG,20131104,12:01:06,1025.34,1025.7
GOOG,20131104,12:01:06,1025.22,1026.6
GOOG,20131104,12:01:06,1025.22,1025.71
GOOG,20131104,12:01:06,1025.1,1026.4
GOOG,20131104,12:01:06,1025.22,1025.71
GOOG,20131104,12:01:06,1025.23,1025.71
GOOG,20131104,12:01:06,1025.1,1025.7
GOOG,20131104,12:01:07,1025.34,1029.82
GOOG,20131104,12:01:07,1025.34,1025.7
GOOG,20131104,12:01:07,1024.54,1025.71
GOOG,20131104,12:01:07,1025.34,1025.7
GOOG,20131104,12:01:07,1025.34,1025.7
GOOG,20131104,12:01:07,1021.6,1025.7
GOOG,20131104,12:01:07,1024.42,1025.69
GOOG,20131104,12:01:07,1025.34,1025.81
GOOG,20131104,12:01:07,1021.6,1029.82
GOOG,20131104,12:01:07,1025.34,1025.69
GOOG,20131104,12:01:07,0,0
GOOG,20131104,12:01:07,0,1025.69
GOOG,20131104,12:01:07,1025.21,1025.71
GOOG,20131104,12:01:07,1024.42,1029.7
GOOG,20131104,12:01:07,1024.42,1025.68
GOOG,20131104,12:01:07,1025.34,1025.81
GOOG,20131104,12:01:07,1025.34,1025.68
GOOG,20131104,12:01:07,0,0
GOOG,20131104,12:01:07,0,1025.68
GOOG,20131104,12:01:07,1025.21,1026.6
GOOG,20131104,12:01:07,1024.54,1025.7
GOOG,20131104,12:01:07,1024.42,1029.7
GOOG,20131104,12:01:07,1024.42,1025.68
GOOG,20131104,12:01:07,1025.4,1025.68
GOOG,20131104,12:01:07,1024.54,1026.6
GOOG,20131104,12:01:07,1024.42,1029.7
GOOG,20131104,12:01:07,1025.1,1026.4
GOOG,20131104,12:01:07,1025.26,1026.6
GOOG,20131104,12:01:07,1025.26,1025.76
GOOG,20131104,12:01:07,1025.1,1025.68
GOOG,20131104,12:01:08,1025.26,1025.75
GOOG,20131104,12:01:09,1024.54,1025.75
GOOG,20131104,12:01:09,1024.54,1025.74
GOOG,20131104,12:01:12,1025.4,1025.68
GOOG,20131104,12:01:12,1024.54,1026.6
GOOG,20131104,12:01:12,1025.3,1026.6
GOOG,20131104,12:01:12,1024.88,1025.68
GOOG,20131104,12:01:12,1025.3,1025.79
GOOG,20131104,12:01:14,1025.36,1025.68
GOOG,20131104,12:01:14,1025.36,1025.68
GOOG,20131104,12:01:15,1025.36,1025.68
GOOG,20131104,12:01:15,0,1025.68
GOOG,20131104,12:01:15,1025.37,1025.68
GOOG,20131104,12:01:15,0,1025.68
GOOG,20131104,12:01:15,1025.36,1025.68
GOOG,20131104,12:01:16,0,1025.68
GOOG,20131104,12:01:16,1025.37,1025.68
GOOG,20131104,12:01:17,0,1025.68
GOOG,20131104,12:01:17,1025.3,1026.6
GOOG,20131104,12:01:17,1025.34,1026.6
GOOG,20131104,12:01:17,1025.39,1025.68
GOOG,20131104,12:01:18,0,1025.68
GOOG,20131104,12:01:18,1025.38,1025.68
GOOG,20131104,12:01:19,0,1025.68
GOOG,20131104,12:01:19,0,0
GOOG,20131104,12:01:19,1025.4,0
GOOG,20131104,12:01:19,1025.4,1025.69
GOOG,20131104,12:01:19,1024.54,1026.6
GOOG,20131104,12:01:19,1025.35,1026.6
GOOG,20131104,12:01:19,1025.35,1025.83
GOOG,20131104,12:01:19,1024.54,1025.83
GOOG,20131104,12:01:19,1024.54,1026.6
GOOG,20131104,12:01:19,1024.54,1025.81
GOOG,20131104,12:01:20,1025.4,1025.69
GOOG,20131104,12:01:20,1025.4,0
GOOG,20131104,12:01:20,1025.4,1025.69
GOOG,20131104,12:01:22,1025.4,0
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:22,0,1025.69
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:22,0,1025.69
GOOG,20131104,12:01:22,1025.4,1025.69
GOOG,20131104,12:01:24,1025.4,1025.5
GOOG,20131104,12:01:24,1025.4,0
GOOG,20131104,12:01:24,0,0
GOOG,20131104,12:01:24,0,1025.61
GOOG,20131104,12:01:24,1025.35,1025.61
GOOG,20131104,12:01:24,0,1025.61
GOOG,20131104,12:01:24,0,0
GOOG,20131104,12:01:24,1025.26,1025.81
GOOG,20131104,12:01:24,1025.26,1025.73
GOOG,20131104,12:01:24,1024.74,1063.14
GOOG,20131104,12:01:24,1025.23,1025.97
GOOG,20131104,12:01:24,1024.16,1025.97
GOOG,20131104,12:01:24,1024.74,1026.1
GOOG,20131104,12:01:24,1025.26,1025.81
GOOG,20131104,12:01:24,1025.1,1026.1
GOOG,20131104,12:01:24,1025.1,1025.5
GOOG,20131104,12:01:24,0,1025.62
GOOG,20131104,12:01:24,1025.36,1025.62
GOOG,20131104,12:01:24,1025.26,1025.81
GOOG,20131104,12:01:24,1025.3,1025.81
GOOG,20131104,12:01:24,1025.3,1025.78
GOOG,20131104,12:01:24,1025.13,1025.97
GOOG,20131104,12:01:24,1025.36,0
GOOG,20131104,12:01:24,0,0
GOOG,20131104,12:01:24,0,1025.61
GOOG,20131104,12:01:25,1025.35,1025.61
GOOG,20131104,12:01:26,1025.35,0
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,0,1025.62
GOOG,20131104,12:01:27,1025.1,1026
GOOG,20131104,12:01:27,1025.33,1025.78
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,1025.35,0
GOOG,20131104,12:01:27,1025.33,1025.81
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,1025.4,1025.68
GOOG,20131104,12:01:27,1025.5,1025.68
GOOG,20131104,12:01:27,1025.33,1026.3
GOOG,20131104,12:01:27,1025.33,1025.95
GOOG,20131104,12:01:27,1025.39,1025.95
GOOG,20131104,12:01:27,1025.1,1026.1
GOOG,20131104,12:01:27,1025.46,0
GOOG,20131104,12:01:27,1024.9,1025.68
GOOG,20131104,12:01:27,1025.41,1025.68
GOOG,20131104,12:01:27,1025.4,1025.68
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,0,1025.71
GOOG,20131104,12:01:27,1025.4,1025.71
GOOG,20131104,12:01:27,1025.39,1025.9
GOOG,20131104,12:01:27,1025.4,1025.9
GOOG,20131104,12:01:27,1025.4,1025.86
GOOG,20131104,12:01:27,1024.16,1025.97
GOOG,20131104,12:01:27,1024.54,1025.86
GOOG,20131104,12:01:27,1024.54,1025.86
GOOG,20131104,12:01:27,1025.4,0
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,1024.54,1025.76
GOOG,20131104,12:01:27,1024.16,1025.41
GOOG,20131104,12:01:27,1024.16,1025.97
GOOG,20131104,12:01:27,1024.54,1025.79
GOOG,20131104,12:01:27,1021.6,1025.68
GOOG,20131104,12:01:27,1024.54,1025.79
GOOG,20131104,12:01:27,1021.6,1029.82
GOOG,20131104,12:01:27,1025.4,1025.68
GOOG,20131104,12:01:27,1025.38,1025.68
GOOG,20131104,12:01:27,1025.38,1025.4
GOOG,20131104,12:01:27,1025.34,1025.4
GOOG,20131104,12:01:27,1025.31,1025.4
GOOG,20131104,12:01:27,1025.27,1025.4
GOOG,20131104,12:01:27,1024.54,1025.69
GOOG,20131104,12:01:27,1024.9,1025.34
GOOG,20131104,12:01:27,1024.54,1025.66
GOOG,20131104,12:01:27,1025.06,1025.66
GOOG,20131104,12:01:27,1025.06,1025.53
GOOG,20131104,12:01:27,1024.9,1025.68
GOOG,20131104,12:01:27,1025.27,1025.68
GOOG,20131104,12:01:27,1025.4,1025.68
GOOG,20131104,12:01:27,1025.28,1025.68
GOOG,20131104,12:01:27,1021.6,1025.67
GOOG,20131104,12:01:27,1025.06,1025.68
GOOG,20131104,12:01:27,1025.06,1025.68
GOOG,20131104,12:01:27,1025.06,1025.89
GOOG,20131104,12:01:27,1025.06,1025.89
GOOG,20131104,12:01:27,1024.42,1025.67
GOOG,20131104,12:01:27,1024.42,1029.7
GOOG,20131104,12:01:27,1021.6,1029.82
GOOG,20131104,12:01:27,1024.88,1025.68
GOOG,20131104,12:01:27,1025.06,1025.83
GOOG,20131104,12:01:27,1025.28,0
GOOG,20131104,12:01:27,1025.28,1025.68
GOOG,20131104,12:01:27,1025.28,1025.68
GOOG,20131104,12:01:27,1025.28,0
GOOG,20131104,12:01:27,0,0
GOOG,20131104,12:01:27,1021.6,1025.67
GOOG,20131104,12:01:27,1024.42,1025.67
GOOG,20131104,12:01:27,1025.26,0
GOOG,20131104,12:01:27,1025.26,1025.68
GOOG,20131104,12:01:27,989.76,1026.1
GOOG,20131104,12:01:27,1024.42,1029.7
GOOG,20131104,12:01:27,1024.67,1026.1
GOOG,20131104,12:01:27,0,1025.68
GOOG,20131104,12:01:27,1025.21,1025.68
GOOG,20131104,12:01:27,1025.21,1025.68
GOOG,20131104,12:01:27,1025.06,1025.79
GOOG,20131104,12:01:27,1025.18,1025.79
GOOG,20131104,12:01:27,1024.93,1025.97
GOOG,20131104,12:01:27,1025.18,1025.68
GOOG,20131104,12:01:28,1021.6,1029.82
GOOG,20131104,12:01:28,1025.21,0
GOOG,20131104,12:01:28,1025.21,1025.61
GOOG,20131104,12:01:28,0,1025.61
GOOG,20131104,12:01:28,1025.01,1025.61
GOOG,20131104,12:01:28,1025.01,1025.68
GOOG,20131104,12:01:28,1024.47,1025.68
GOOG,20131104,12:01:28,1024.93,1025.97
GOOG,20131104,12:01:28,1024.47,1025.68
GOOG,20131104,12:01:28,1025.1,1025.68
GOOG,20131104,12:01:28,1025.1,1025.64
GOOG,20131104,12:01:28,1025.1,1029.82
GOOG,20131104,12:01:28,1025.01,0
GOOG,20131104,12:01:28,1025.01,1025.46
