PERMNO,date,TICKER,PRC
13856,19950613,PEP,46.75000
13856,19950614,PEP,47.00000
13856,19950615,PEP,46.50000
13856,19950616,PEP,46.62500
13856,19950619,PEP,46.62500
13856,19950620,PEP,46.87500
13856,19950621,PEP,46.87500
13856,19950622,PEP,47.25000
13856,19950623,PEP,47.00000
13856,19950626,PEP,46.87500
13856,19950627,PEP,45.62500
13856,19950628,PEP,45.62500
13856,19950629,PEP,45.87500
13856,19950630,PEP,45.50000
13856,19950703,PEP,45.12500
13856,19950705,PEP,43.87500
13856,19950706,PEP,44.00000
13856,19950707,PEP,43.87500
13856,19950710,PEP,44.00000
13856,19950711,PEP,44.12500
13856,19950712,PEP,44.62500
